#,MM:DD:YYYY,HH:MM:SS,PM1.0,PM2.5,PM10.0,TVOC(ppb),CO2(ppm)
 733  , 9/13/2021, 3:45: 0 AM,   0,   1,   7,  162,  400
 734  , 9/13/2021, 3:46: 0 AM,   0,   1,   1,  146,  400
 735  , 9/13/2021, 3:47: 0 AM,   1,   1,   1,  142,  400
 736  , 9/13/2021, 3:48: 0 AM,   1,   1,   1,  136,  400
 737  , 9/13/2021, 3:49: 0 AM,   1,   1,   1,  130,  400
 738  , 9/13/2021, 3:50: 0 AM,   0,   0,   2,  123,  400
 739  , 9/13/2021, 3:51: 0 AM,   0,   0,   0,  115,  400
 740  , 9/13/2021, 3:52: 0 AM,   1,   1,   1,  112,  400
 741  , 9/13/2021, 3:53: 0 AM,   1,   2,   2,  105,  400
 742  , 9/13/2021, 3:54: 0 AM,   1,   2,   2,  100,  400
 743  , 9/13/2021, 3:55: 0 AM,   1,   2,   2,   94,  400
 744  , 9/13/2021, 3:56: 0 AM,   1,   1,   1,   87,  400
 745  , 9/13/2021, 3:57: 0 AM,   1,   2,   2,   77,  400
 746  , 9/13/2021, 3:58: 0 AM,   1,   2,   2,   78,  400
 747  , 9/13/2021, 3:59: 0 AM,   2,   3,   3,   72,  400
 748  , 9/13/2021, 4: 0: 0 AM,   0,   1,   1,   63,  400
 749  , 9/13/2021, 4: 1: 0 AM,   2,   2,   2,   67,  400
 750  , 9/13/2021, 4: 2: 0 AM,   1,   2,   2,   66,  400
 751  , 9/13/2021, 4: 3: 0 AM,   1,   2,   2,   64,  400
 752  , 9/13/2021, 4: 4: 0 AM,   1,   1,   2,   57,  400
 753  , 9/13/2021, 4: 5: 0 AM,   1,   2,   2,   51,  400
 754  , 9/13/2021, 4: 6: 0 AM,   3,   3,   4,   55,  400
 755  , 9/13/2021, 4: 7: 0 AM,   1,   1,   1,   48,  400
 756  , 9/13/2021, 4: 8: 0 AM,   2,   2,   5,   52,  400
 757  , 9/13/2021, 4: 9: 0 AM,   0,   0,   0,   38,  400
 758  , 9/13/2021, 4:10: 0 AM,   1,   1,   1,   36,  400
 759  , 9/13/2021, 4:11: 0 AM,   1,   1,   3,   32,  400
 760  , 9/13/2021, 4:12: 0 AM,   0,   2,   4,   38,  400
 761  , 9/13/2021, 4:13: 0 AM,   2,   2,   2,   39,  400
 762  , 9/13/2021, 4:14: 0 AM,   1,   1,   3,   32,  400
 763  , 9/13/2021, 4:15: 0 AM,   2,   2,   3,   30,  400
 764  , 9/13/2021, 4:16: 0 AM,   1,   1,   1,   27,  400
 765  , 9/13/2021, 4:17: 0 AM,   1,   2,   3,   29,  400
 766  , 9/13/2021, 4:18: 0 AM,   1,   1,   1,   25,  400
 767  , 9/13/2021, 4:19: 0 AM,   1,   2,   2,   20,  400
 768  , 9/13/2021, 4:20: 0 AM,   1,   2,   2,   21,  400
 769  , 9/13/2021, 4:21: 0 AM,   1,   1,   1,   18,  400
 770  , 9/13/2021, 4:22: 0 AM,   1,   1,   1,   15,  400
 771  , 9/13/2021, 4:23: 0 AM,   0,   0,   2,   10,  400
 772  , 9/13/2021, 4:24: 0 AM,   1,   2,   4,   10,  400
 773  , 9/13/2021, 4:25: 0 AM,   0,   1,   1,    1,  400
 774  , 9/13/2021, 4:26: 0 AM,   0,   0,   0,    0,  400
 775  , 9/13/2021, 4:27: 0 AM,   1,   1,   1,    0,  400
 776  , 9/13/2021, 4:28: 0 AM,   0,   1,   1,    0,  400
 777  , 9/13/2021, 4:29: 0 AM,   0,   1,   4,    0,  400
 778  , 9/13/2021, 4:30: 0 AM,   1,   2,   2,    0,  400
 779  , 9/13/2021, 4:31: 0 AM,   1,   1,   1,    0,  400
 780  , 9/13/2021, 4:32: 0 AM,   1,   2,   2,    0,  400
 781  , 9/13/2021, 4:33: 0 AM,   1,   1,   2,    0,  400
 782  , 9/13/2021, 4:34: 0 AM,   1,   1,   1,    0,  400
 783  , 9/13/2021, 4:35: 0 AM,   2,   2,   2,    0,  400
 784  , 9/13/2021, 4:36: 0 AM,   1,   1,   2,    0,  400
 785  , 9/13/2021, 4:37: 0 AM,   0,   1,   3,    0,  400
 786  , 9/13/2021, 4:38: 0 AM,   1,   1,   1,    0,  400
 787  , 9/13/2021, 4:39: 0 AM,   1,   3,   3,    0,  400
 788  , 9/13/2021, 4:40: 0 AM,   0,   1,   1,    0,  400
 789  , 9/13/2021, 4:41: 0 AM,   1,   2,   2,    0,  400
 790  , 9/13/2021, 4:42: 0 AM,   0,   1,   1,    0,  400
 791  , 9/13/2021, 4:43: 0 AM,   1,   1,   1,    0,  400
 792  , 9/13/2021, 4:44: 0 AM,   1,   1,   1,    0,  400
 793  , 9/13/2021, 4:45: 0 AM,   1,   2,   3,    0,  400
 794  , 9/13/2021, 4:46: 0 AM,   1,   1,   4,    0,  400
 795  , 9/13/2021, 4:47: 0 AM,   0,   1,   1,    0,  400
 796  , 9/13/2021, 4:48: 0 AM,   0,   1,   1,    0,  400
 797  , 9/13/2021, 4:49: 0 AM,   1,   2,   2,    0,  400
 798  , 9/13/2021, 4:50: 0 AM,   1,   1,   1,    0,  400
 799  , 9/13/2021, 4:51: 0 AM,   0,   0,   0,    0,  400
 800  , 9/13/2021, 4:52: 0 AM,   1,   1,   1,    0,  400
 801  , 9/13/2021, 4:53: 0 AM,   0,   0,   1,    0,  400
 802  , 9/13/2021, 4:54: 0 AM,   1,   1,   1,    0,  400
 803  , 9/13/2021, 4:55: 0 AM,   0,   0,   0,    0,  400
 804  , 9/13/2021, 4:56: 0 AM,   1,   1,   1,    0,  400
 805  , 9/13/2021, 4:57: 0 AM,   1,   2,   2,    0,  400
 806  , 9/13/2021, 4:58: 0 AM,   1,   2,   2,    0,  400
 807  , 9/13/2021, 4:59: 0 AM,   0,   0,   0,    0,  400
 808  , 9/13/2021, 5: 0: 0 AM,   3,   3,   5,    0,  400
 809  , 9/13/2021, 5: 1: 0 AM,   1,   1,   1,    0,  400
 810  , 9/13/2021, 5: 2: 0 AM,   1,   1,   2,    0,  400
 811  , 9/13/2021, 5: 3: 0 AM,   0,   0,   0,    0,  400
 812  , 9/13/2021, 5: 4: 0 AM,   1,   1,   2,   38,  400
 813  , 9/13/2021, 5: 5: 0 AM,   1,   1,   1,  124,  400
 814  , 9/13/2021, 5: 6: 0 AM,   0,   0,   2,  179,  433
 815  , 9/13/2021, 5: 7: 0 AM,   0,   1,   1,  180,  400
 816  , 9/13/2021, 5: 8: 0 AM,   0,   0,   0,  168,  400
 817  , 9/13/2021, 5: 9: 0 AM,   0,   0,   0,  159,  400
 818  , 9/13/2021, 5:10: 0 AM,   0,   1,   1,  152,  400
 819  , 9/13/2021, 5:11: 0 AM,   1,   1,   2,  160,  400
